generator,dataset,seed,method,n_documents,coverage,frozen_hmp,topicgpt_weighted_best_f1
GPT-4.1 mini,bills,71,initial,376,0.9388297872340425,0.40337162667391746,0.35435869327975894
GPT-4.1 mini,bills,71,direct_hybrid,376,1.0,0.45813605034462096,0.3903485269598399
GPT-4.1 mini,bills,71,direct_initial,376,1.0,0.45127118644067804,0.37593232575824354
GPT-4.1 mini,bills,71,bertopic,376,1.0,0.18766581699006396,0.1454949663746775
GPT-4.1 mini,bills,71,kmeans,376,1.0,0.47338987924094306,0.39731237825488147
GPT-4.1 mini,sib200,11,hybrid,140,0.9642857142857143,0.48863399374348276,0.4511975755556093
GPT-4.1 mini,sib200,11,initial,140,0.9642857142857143,0.48863399374348276,0.4511975755556093
GPT-4.1 mini,sib200,11,direct_hybrid,140,1.0,0.5567765567765567,0.543157592459918
GPT-4.1 mini,sib200,11,direct_initial,140,1.0,0.5567765567765567,0.543157592459918
GPT-4.1 mini,sib200,11,bertopic,140,0.05714285714285714,0.31030741410488244,0.25045112781954887
GPT-4.1 mini,sib200,11,kmeans,140,1.0,0.49989795918367347,0.48378382803699144
GPT-4.1 mini,sib200,23,hybrid,140,0.9642857142857143,0.49744897959183676,0.4841259458606397
GPT-4.1 mini,sib200,23,initial,140,0.9642857142857143,0.49744897959183676,0.4841259458606397
GPT-4.1 mini,sib200,23,direct_hybrid,140,1.0,0.552995391705069,0.5238804019558531
GPT-4.1 mini,sib200,23,direct_initial,140,1.0,0.552995391705069,0.5238804019558531
GPT-4.1 mini,sib200,23,bertopic,140,0.12142857142857143,0.3258278145695364,0.2627474826963318
GPT-4.1 mini,sib200,23,kmeans,140,1.0,0.5046277665995975,0.4787322282442647
GPT-4.1 mini,sib200,37,hybrid,140,0.9642857142857143,0.5825783972125436,0.5671560135573769
GPT-4.1 mini,sib200,37,initial,140,0.9642857142857143,0.5825783972125436,0.5671560135573769
GPT-4.1 mini,sib200,37,direct_hybrid,140,1.0,0.6122093023255815,0.6288085104317233
GPT-4.1 mini,sib200,37,direct_initial,140,1.0,0.6122093023255815,0.6288085104317233
GPT-4.1 mini,sib200,37,bertopic,140,0.03571428571428571,0.30133928571428575,0.2547786014826688
GPT-4.1 mini,sib200,37,kmeans,140,1.0,0.5958939264328486,0.5633894906936382
GPT-4.1 mini,sib200,53,hybrid,140,0.9642857142857143,0.5172413793103449,0.48257394781812096
GPT-4.1 mini,sib200,53,initial,140,0.9642857142857143,0.5172413793103449,0.48257394781812096
GPT-4.1 mini,sib200,53,direct_hybrid,140,1.0,0.5691964285714286,0.5895947090531021
GPT-4.1 mini,sib200,53,direct_initial,140,1.0,0.5691964285714286,0.5895947090531021
GPT-4.1 mini,sib200,53,bertopic,140,0.04285714285714286,0.3009883198562444,0.24860853432282
GPT-4.1 mini,sib200,53,kmeans,140,1.0,0.4847689075630252,0.49211496915481734
GPT-4.1 mini,sib200,71,hybrid,140,0.9642857142857143,0.5476808905380334,0.5194426136404625
GPT-4.1 mini,sib200,71,initial,140,0.9642857142857143,0.5476808905380334,0.5194426136404625
GPT-4.1 mini,sib200,71,direct_hybrid,140,1.0,0.5938408896492728,0.6153046215937544
GPT-4.1 mini,sib200,71,direct_initial,140,1.0,0.5875324675324676,0.6117431970239264
GPT-4.1 mini,sib200,71,bertopic,140,0.07142857142857142,0.31938125568698816,0.2547619047619048
GPT-4.1 mini,sib200,71,kmeans,140,1.0,0.5858864027538726,0.5952024500683443
GPT-4.1 mini,massive,11,hybrid,360,0.95,0.5985052316890881,0.5353705065857425
GPT-4.1 mini,massive,11,initial,360,0.95,0.5971106150793651,0.5333721172432065
GPT-4.1 mini,massive,11,direct_hybrid,360,1.0,0.5808868501529053,0.5368768128028287
GPT-4.1 mini,massive,11,direct_initial,360,1.0,0.5720430107526882,0.5217269354923791
GPT-4.1 mini,massive,11,bertopic,360,0.6972222222222222,0.6240822320117474,0.6170246114325354
GPT-4.1 mini,massive,11,kmeans,360,1.0,0.5601962344205781,0.5465974736723492
GPT-4.1 mini,massive,23,hybrid,360,0.95,0.5133671742808797,0.4677539529023134
GPT-4.1 mini,massive,23,initial,360,0.95,0.5157010915197313,0.4696687048170653
GPT-4.1 mini,massive,23,direct_hybrid,360,1.0,0.5008525149190112,0.446610936836553
GPT-4.1 mini,massive,23,direct_initial,360,1.0,0.4849554981337927,0.41921035876380397
GPT-4.1 mini,massive,23,bertopic,360,0.6944444444444444,0.5914942528735632,0.5773331432605627
GPT-4.1 mini,massive,23,kmeans,360,1.0,0.6270180436847104,0.5770974552974384
GPT-4.1 mini,massive,37,hybrid,360,0.95,0.5208333333333334,0.4551833626277888
GPT-4.1 mini,massive,37,initial,360,0.95,0.5071879286694102,0.4463572802121456
GPT-4.1 mini,massive,37,direct_hybrid,360,1.0,0.4474466109563603,0.4062795687944239
GPT-4.1 mini,massive,37,direct_initial,360,1.0,0.4425771604938271,0.4113645219084337
GPT-4.1 mini,massive,37,bertopic,360,0.7111111111111111,0.6018099547511311,0.5818764328150389
GPT-4.1 mini,massive,37,kmeans,360,1.0,0.6557017543859649,0.5852002423982109
GPT-4.1 mini,massive,53,hybrid,360,0.95,0.5527508090614887,0.4982079760041699
GPT-4.1 mini,massive,53,initial,360,0.95,0.5591089896579158,0.5017480276216796
GPT-4.1 mini,massive,53,direct_hybrid,360,1.0,0.49909527848459145,0.4214167113118584
GPT-4.1 mini,massive,53,direct_initial,360,1.0,0.47614213197969535,0.39837729479523665
GPT-4.1 mini,massive,53,bertopic,360,0.6416666666666667,0.6095444685466378,0.5403660940713135
GPT-4.1 mini,massive,53,kmeans,360,1.0,0.581370284834488,0.5332433189186254
GPT-4.1 mini,massive,71,hybrid,360,0.95,0.5504439063761097,0.49139113150051106
GPT-4.1 mini,massive,71,initial,360,0.95,0.5440659637739931,0.48721075106524026
GPT-4.1 mini,massive,71,direct_hybrid,360,1.0,0.4949521322889469,0.4295005133367237
GPT-4.1 mini,massive,71,direct_initial,360,1.0,0.494212962962963,0.43070779544288207
GPT-4.1 mini,massive,71,bertopic,360,0.7166666666666667,0.6297903109182936,0.6167983790610154
GPT-4.1 mini,massive,71,kmeans,360,1.0,0.6687972508591065,0.6425507012178379
GPT-4.1 mini,ag_news,11,hybrid,799,1.0,0.7355662197595607,0.7520513409403424
GPT-4.1 mini,ag_news,11,initial,799,1.0,0.7449411598108284,0.7615416224447206
GPT-4.1 mini,ag_news,11,direct_hybrid,799,1.0,0.7468525297390326,0.7373059701623368
GPT-4.1 mini,ag_news,11,direct_initial,799,1.0,0.7530661253598507,0.7458390153837219
GPT-4.1 mini,ag_news,11,bertopic,799,0.6620775969962454,0.680987103444523,0.6049451676182656
GPT-4.1 mini,ag_news,11,kmeans,799,1.0,0.5327405525563671,0.5312275506885166
GPT-4.1 mini,ag_news,23,hybrid,799,1.0,0.7514976847610381,0.7642892195407002
GPT-4.1 mini,ag_news,23,initial,799,1.0,0.7583885106588322,0.7669121934014936
GPT-4.1 mini,ag_news,23,direct_hybrid,799,1.0,0.7727753391254415,0.7843651837985992
GPT-4.1 mini,ag_news,23,direct_initial,799,1.0,0.7779166172804287,0.7868277149145498
GPT-4.1 mini,ag_news,23,bertopic,799,0.5819774718397998,0.6747312732203484,0.5487089763944202
GPT-4.1 mini,ag_news,23,kmeans,799,1.0,0.6665228086832679,0.6785333649033535
GPT-4.1 mini,ag_news,37,hybrid,799,1.0,0.7378466780955185,0.729248831244193
GPT-4.1 mini,ag_news,37,initial,799,1.0,0.7524256806156211,0.7384478309496795
GPT-4.1 mini,ag_news,37,direct_hybrid,799,1.0,0.6705145864360245,0.6599926226857786
GPT-4.1 mini,ag_news,37,direct_initial,799,1.0,0.6693791679898381,0.6593941477562845
GPT-4.1 mini,ag_news,37,bertopic,799,0.6445556946182729,0.6574508154024923,0.5628876793814486
GPT-4.1 mini,ag_news,37,kmeans,799,1.0,0.6719797788196956,0.6923673572688818
GPT-4.1 mini,ag_news,53,hybrid,799,1.0,0.6471641818693348,0.655942856810809
GPT-4.1 mini,ag_news,53,initial,799,1.0,0.6472882770129328,0.656702751116554
GPT-4.1 mini,ag_news,53,direct_hybrid,799,1.0,0.6605569287837786,0.6447338416177545
GPT-4.1 mini,ag_news,53,direct_initial,799,1.0,0.6609234666595525,0.6448919042393587
GPT-4.1 mini,ag_news,53,bertopic,799,0.6971214017521903,0.5718127206909607,0.4842837782076829
GPT-4.1 mini,ag_news,53,kmeans,799,1.0,0.5955186538408361,0.6118288349125529
GPT-4.1 mini,ag_news,71,hybrid,799,1.0,0.6889661183622386,0.6871352588703901
GPT-4.1 mini,ag_news,71,initial,799,1.0,0.6956212996742382,0.6915845276289015
GPT-4.1 mini,ag_news,71,direct_hybrid,799,1.0,0.6650579579614705,0.6168451541119017
GPT-4.1 mini,ag_news,71,direct_initial,799,1.0,0.6724980299448384,0.6221116381735404
GPT-4.1 mini,ag_news,71,bertopic,799,0.8585732165206508,0.7129248688706769,0.6449848135810301
GPT-4.1 mini,ag_news,71,kmeans,799,1.0,0.5279467940743382,0.5369588641378443
Luna,massive,37,hybrid,360,0.95,0.6638423988842399,0.6466625897866621
Luna,massive,37,initial,360,0.95,0.6638423988842399,0.6466625897866621
Luna,massive,37,direct_hybrid,360,1.0,0.6999007936507937,0.6802364370125101
Luna,massive,37,direct_initial,360,1.0,0.6999007936507937,0.6802364370125101
Luna,massive,37,bertopic,360,0.7111111111111111,0.6018099547511311,0.5818764328150389
Luna,massive,37,kmeans,360,1.0,0.6738568815729309,0.6761703265244934
Luna,bills,23,hybrid,376,0.9388297872340425,0.4664484451718494,0.43432575029189857
Luna,bills,23,initial,376,0.9388297872340425,0.46390904102908004,0.4330119296284191
Luna,bills,23,direct_hybrid,376,1.0,0.48657132891524246,0.45433358921287054
Luna,bills,23,direct_initial,376,1.0,0.48533955115126787,0.4520652367652879
Luna,bills,23,bertopic,376,1.0,0.18766581699006396,0.1454949663746775
Luna,bills,23,kmeans,376,1.0,0.42538231382978725,0.38891000485803545
Luna,ag_news,23,hybrid,799,1.0,0.6701304114476131,0.6642168651572753
Luna,ag_news,23,initial,799,1.0,0.6701304114476131,0.6642168651572753
Luna,ag_news,23,direct_hybrid,799,1.0,0.6219721971372965,0.6293503562780355
Luna,ag_news,23,direct_initial,799,1.0,0.6219721971372965,0.6293503562780355
Luna,ag_news,23,bertopic,799,0.5819774718397998,0.6747312732203484,0.5487089763944202
Luna,ag_news,23,kmeans,799,1.0,0.5275593495853881,0.5320423360038747
Luna,ag_news,71,hybrid,799,1.0,0.5775079497065149,0.5612928487760053
Luna,ag_news,71,initial,799,1.0,0.5775079497065149,0.5612928487760053
Luna,ag_news,71,direct_hybrid,799,1.0,0.5908936367309531,0.5852449532762367
Luna,ag_news,71,direct_initial,799,1.0,0.5908936367309531,0.5852449532762367
Luna,ag_news,71,bertopic,799,0.8585732165206508,0.7129248688706769,0.6449848135810301
Luna,ag_news,71,kmeans,799,1.0,0.4523615684654362,0.46028975341932327
Luna,bills,71,hybrid,376,0.9388297872340425,0.47709358146150654,0.42797640796275316
Luna,bills,71,initial,376,0.9388297872340425,0.4726721252689457,0.4212816403512279
Luna,bills,71,direct_hybrid,376,1.0,0.5265823124865677,0.49777711448098444
Luna,bills,71,direct_initial,376,1.0,0.5097517730496455,0.46850857051125006
Luna,bills,71,bertopic,376,1.0,0.18766581699006396,0.1454949663746775
Luna,bills,71,kmeans,376,1.0,0.4949368528842871,0.45208685186587844
Luna,massive,53,hybrid,360,0.95,0.7080234833659491,0.6867683167419676
Luna,massive,53,initial,360,0.95,0.7080234833659491,0.6867683167419676
Luna,massive,53,direct_hybrid,360,1.0,0.7109711455641688,0.6850019179912279
Luna,massive,53,direct_initial,360,1.0,0.7109711455641688,0.6850019179912279
Luna,massive,53,bertopic,360,0.6416666666666667,0.6095444685466378,0.5403660940713135
Luna,massive,53,kmeans,360,1.0,0.6639291465378421,0.6747492108558713
Luna,sib200,71,hybrid,140,0.9642857142857143,0.45343511450381685,0.4647188086704215
Luna,sib200,71,initial,140,0.9642857142857143,0.45343511450381685,0.4647188086704215
Luna,sib200,71,direct_hybrid,140,1.0,0.531484962406015,0.538079684017551
Luna,sib200,71,direct_initial,140,1.0,0.531484962406015,0.538079684017551
Luna,sib200,71,bertopic,140,0.07142857142857142,0.31938125568698816,0.2547619047619048
Luna,sib200,71,kmeans,140,1.0,0.4608967674661105,0.479041509076749
Luna,sib200,23,hybrid,140,0.9642857142857143,0.45535714285714285,0.4759815263618509
Luna,sib200,23,initial,140,0.9642857142857143,0.45535714285714285,0.4759815263618509
Luna,sib200,23,direct_hybrid,140,1.0,0.5579514824797844,0.5596991653925508
Luna,sib200,23,direct_initial,140,1.0,0.5579514824797844,0.5596991653925508
Luna,sib200,23,bertopic,140,0.12142857142857143,0.3258278145695364,0.2627474826963318
Luna,sib200,23,kmeans,140,1.0,0.554140127388535,0.5316872699512888
Luna,sib200,37,hybrid,140,0.9642857142857143,0.4753623188405798,0.4685447972292366
Luna,sib200,37,initial,140,0.9642857142857143,0.4753623188405798,0.4685447972292366
Luna,sib200,37,direct_hybrid,140,1.0,0.5783132530120482,0.6074304827312045
Luna,sib200,37,direct_initial,140,1.0,0.5783132530120482,0.6074304827312045
Luna,sib200,37,bertopic,140,0.03571428571428571,0.30133928571428575,0.2547786014826688
Luna,sib200,37,kmeans,140,1.0,0.5637160385626643,0.5606682480987264
Luna,sib200,53,hybrid,140,0.9642857142857143,0.4663561076604555,0.46937916311494643
Luna,sib200,53,initial,140,0.9642857142857143,0.4663561076604555,0.46937916311494643
Luna,sib200,53,direct_hybrid,140,1.0,0.5563442768411713,0.5577115636898246
Luna,sib200,53,direct_initial,140,1.0,0.5563442768411713,0.5577115636898246
Luna,sib200,53,bertopic,140,0.04285714285714286,0.3009883198562444,0.24860853432282
Luna,sib200,53,kmeans,140,1.0,0.517047619047619,0.5134287469078327
Luna,massive,71,hybrid,360,0.95,0.6860998650472334,0.6419682682840577
Luna,massive,71,initial,360,0.95,0.6860998650472334,0.6419682682840577
Luna,massive,71,direct_hybrid,360,1.0,0.675,0.6388648914805807
Luna,massive,71,direct_initial,360,1.0,0.675,0.6388648914805807
Luna,massive,71,bertopic,360,0.7166666666666667,0.6297903109182936,0.6167983790610154
Luna,massive,71,kmeans,360,1.0,0.6662508662508662,0.6608325367847911
Luna,bills,53,hybrid,376,0.9388297872340425,0.4640919344022435,0.42247517120488665
Luna,bills,53,initial,376,0.9388297872340425,0.46009100971590206,0.4207307293427377
Luna,bills,53,direct_hybrid,376,1.0,0.48802829149515914,0.4684364535322238
Luna,bills,53,direct_initial,376,1.0,0.4906590555267255,0.4687498532931403
Luna,bills,53,bertopic,376,0.875,0.27024191197901487,0.21937799565617916
Luna,bills,53,kmeans,376,1.0,0.48075461772270284,0.4221518761412378
Luna,ag_news,53,hybrid,799,1.0,0.6653113689409059,0.6530437712697361
Luna,ag_news,53,initial,799,1.0,0.6653113689409059,0.6530437712697361
Luna,ag_news,53,direct_hybrid,799,1.0,0.6094323106194883,0.6094914480807183
Luna,ag_news,53,direct_initial,799,1.0,0.6094323106194883,0.6094914480807183
Luna,ag_news,53,bertopic,799,0.6971214017521903,0.5718127206909607,0.4842837782076829
Luna,ag_news,53,kmeans,799,1.0,0.4769217088699156,0.4841003779139499
Luna,ag_news,37,hybrid,799,1.0,0.5960225401368935,0.5806441857207347
Luna,ag_news,37,initial,799,1.0,0.5960225401368935,0.5806441857207347
Luna,ag_news,37,direct_hybrid,799,1.0,0.5323215864694599,0.5107291716353816
Luna,ag_news,37,direct_initial,799,1.0,0.5323215864694599,0.5107291716353816
Luna,ag_news,37,bertopic,799,0.6445556946182729,0.6574508154024923,0.5628876793814486
Luna,ag_news,37,kmeans,799,1.0,0.4009872676040582,0.40484177958137363
Luna,massive,23,hybrid,360,0.95,0.6677846934071,0.6422729038119929
Luna,massive,23,initial,360,0.95,0.6677846934071,0.6422729038119929
Luna,massive,23,direct_hybrid,360,1.0,0.6872345182204338,0.6608998391475006
Luna,massive,23,direct_initial,360,1.0,0.6872345182204338,0.6608998391475006
Luna,massive,23,bertopic,360,0.6944444444444444,0.5914942528735632,0.5773331432605627
Luna,massive,23,kmeans,360,1.0,0.6952662721893491,0.7003105608262654
Luna,bills,37,hybrid,376,0.9388297872340425,0.44680851063829785,0.41014690091592243
Luna,bills,37,initial,376,0.9388297872340425,0.44680851063829785,0.41014690091592243
Luna,bills,37,direct_hybrid,376,1.0,0.49060139537565584,0.44777500847741664
Luna,bills,37,direct_initial,376,1.0,0.49060139537565584,0.44777500847741664
Luna,bills,37,bertopic,376,1.0,0.18766581699006396,0.1454949663746775
Luna,bills,37,kmeans,376,1.0,0.4523304423784863,0.384871511709088
Luna,ag_news,11,hybrid,799,1.0,0.6806285634821304,0.6716176534798939
Luna,ag_news,11,initial,799,1.0,0.6806285634821304,0.6716176534798939
Luna,ag_news,11,direct_hybrid,799,1.0,0.5878660635051189,0.6064589676234632
Luna,ag_news,11,direct_initial,799,1.0,0.5878660635051189,0.6064589676234632
Luna,ag_news,11,bertopic,799,0.6620775969962454,0.680987103444523,0.6049451676182656
Luna,ag_news,11,kmeans,799,1.0,0.5159156435422821,0.5162363061776174
Luna,bills,11,hybrid,376,0.9388297872340425,0.44552621580547114,0.39555430843027023
Luna,bills,11,initial,376,0.9388297872340425,0.44404572880279464,0.3949124805043372
Luna,bills,11,direct_hybrid,376,1.0,0.4662969024671152,0.42221916969650597
Luna,bills,11,direct_initial,376,1.0,0.47389594135526547,0.42470771893153747
Luna,bills,11,bertopic,376,1.0,0.18766581699006396,0.1454949663746775
Luna,bills,11,kmeans,376,1.0,0.48367722702829086,0.43819540639578014
Luna,sib200,11,hybrid,140,0.9642857142857143,0.5022817460317461,0.5008504914367441
Luna,sib200,11,initial,140,0.9642857142857143,0.5022817460317461,0.5008504914367441
Luna,sib200,11,direct_hybrid,140,1.0,0.5587301587301587,0.5646818985278674
Luna,sib200,11,direct_initial,140,1.0,0.5587301587301587,0.5646818985278674
Luna,sib200,11,bertopic,140,0.05714285714285714,0.31030741410488244,0.25045112781954887
Luna,sib200,11,kmeans,140,1.0,0.46315789473684216,0.44841367581515357
Luna,massive,11,hybrid,360,0.95,0.704669728783902,0.6863767048398712
Luna,massive,11,initial,360,0.95,0.704669728783902,0.6863767048398712
Luna,massive,11,direct_hybrid,360,1.0,0.6956285967242142,0.6705839602427827
Luna,massive,11,direct_initial,360,1.0,0.6956285967242142,0.6705839602427827
Luna,massive,11,bertopic,360,0.6972222222222222,0.6240822320117474,0.6170246114325354
Luna,massive,11,kmeans,360,1.0,0.6373825018076645,0.6680403582020219
